19, Private,544091, HS-grad,9, Married-AF-spouse, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
26, Private,402998, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,58, United-States, >50K
43, Private,475322, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
21, Private,403860, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private,585361, 9th,5, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc,404998, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,90, United-States, <=50K
49, Private,452402, Some-college,10, Separated, Exec-managerial, Unmarried, Black, Female,0,0,60, United-States, <=50K
56, Private,425497, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
31, Private,502752, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
27, Private,492263, 10th,6, Separated, Machine-op-inspct, Own-child, White, Male,0,0,35, Mexico, <=50K
49, Private,543922, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
21, Private,766115, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
38, Private,461337, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,33, United-States, <=50K
50, Private,421561, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private,405284, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1340,42, United-States, <=50K
39, Private,456922, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private,584259, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,2, United-States, >50K
28, Local-gov,401886, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,20, United-States, <=50K
24, Private,493034, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, Private,538822, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,40, Mexico, <=50K
32, State-gov,542265, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,430283, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298,0,40, United-States, >50K
24, Private,498349, Bachelors,13, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Self-emp-inc,431245, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
49, Local-gov,405309, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private,491862, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc,420895, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,47, United-States, <=50K
57, Self-emp-not-inc,413373, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
36, Private,448337, HS-grad,9, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private,418702, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, State-gov,477505, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private,421467, Assoc-acdm,12, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,26, United-States, <=50K
41, Private,469454, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,749636, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private,433906, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private,437727, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
61, Private,668362, 1st-4th,2, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private,449101, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
32, Private,981628, HS-grad,9, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
29, Private,413297, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,3411,0,70, Mexico, <=50K
53, Private,470368, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
26, Private,746432, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,48, United-States, <=50K
49, Private,402462, Bachelors,13, Married-spouse-absent, Transport-moving, Unmarried, White, Male,0,0,30, Columbia, <=50K
39, Private,451059, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,402367, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,7688,0,45, United-States, >50K
29, Private,499935, Assoc-voc,11, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private,473625, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
40, Private,566537, Preschool,1, Married-civ-spouse, Other-service, Husband, White, Male,0,1672,40, Mexico, <=50K
24, Private,456367, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, State-gov,455553, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private,693066, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
53, Private,539864, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
43, Private,409922, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
38, Private,447346, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, >50K
28, Private,478315, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Private,427686, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico, <=50K
28, Private,435842, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,485710, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
82, Private,403910, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,3, United-States, <=50K
18, Private,436163, 11th,7, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private,403788, HS-grad,9, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
25, Local-gov,514716, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
