28, Private,338409, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, Cuba, <=50K
68, Private,253866, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
32, Private,261059, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private,333541, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,24, United-States, <=50K
32, Private,312667, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
49, Private,329603, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
36, Private,281021, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, Private,275385, Some-college,10, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States, <=50K
42, Private,385591, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private,257621, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private,305692, Some-college,10, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
32, Private,256609, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
41, Private,266510, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private,358975, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private,278403, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
56, Private,275943, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, <=50K
40, Private,289403, Bachelors,13, Separated, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
26, Private,269060, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,308144, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
36, Private,356838, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Canada, <=50K
47, Private,296066, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,270379, HS-grad,9, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private,355569, Assoc-voc,11, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
33, Private,256211, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
31, Self-emp-not-inc,348038, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, Puerto-Rico, >50K
67, Private,397831, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1539,40, United-States, <=50K
35, Private,340110, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,70, United-States, >50K
48, Self-emp-not-inc,317360, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, >50K
54, Private,282680, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
47, Private,368561, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private,304175, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
38, Self-emp-not-inc,357962, 9th,5, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private,341643, Bachelors,13, Never-married, Other-service, Other-relative, White, Male,0,0,50, United-States, <=50K
43, Self-emp-not-inc,336763, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,880,42, United-States, <=50K
53, Private,335481, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,32, United-States, <=50K
40, Private,341539, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
40, Self-emp-inc,344060, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Self-emp-inc,286750, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,99, United-States, >50K
38, Private,296999, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
20, Private,284737, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private,309620, Some-college,10, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Cuba, <=50K
24, Private,275421, Assoc-voc,11, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private,302149, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
59, Private,370615, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
21, Private,301853, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private,296738, 11th,7, Separated, Sales, Not-in-family, White, Female,6849,0,60, United-States, <=50K
39, Private,279272, Assoc-acdm,12, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,60, United-States, <=50K
35, Private,301614, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
48, Private,377757, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
30, Local-gov,364310, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Germany, <=50K
33, Private,264936, HS-grad,9, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
27, Private,367329, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,397346, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, State-gov,261979, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private,291407, 12th,8, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
18, Private,353358, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
29, Private,370494, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
25, Private,267012, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private,379798, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
18, Private,301948, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,34095,0,3, United-States, <=50K
36, Private,274809, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
34, Private,299635, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
52, State-gov,349795, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,324019, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,350979, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
42, Self-emp-not-inc,373403, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
25, State-gov,328697, Some-college,10, Divorced, Protective-serv, Other-relative, White, Male,0,0,45, United-States, <=50K
47, Private,345493, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,55, Taiwan, >50K
24, Self-emp-not-inc,277700, Some-college,10, Separated, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
29, Private,250679, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private,299050, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private,282948, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,3137,0,40, United-States, <=50K
21, Private,315065, 7th-8th,4, Never-married, Other-service, Other-relative, White, Male,0,0,48, Mexico, <=50K
59, Private,381851, 9th,5, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private,312667, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,343925, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
36, Private,288049, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
37, Local-gov,287306, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, Black, Female,99999,0,40, Cuba, >50K
35, Private,332588, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
25, Private,262778, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,6849,0,50, United-States, <=50K
17, Private,262511, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
29, Private,250967, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Federal-gov,285432, Assoc-acdm,12, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private,317219, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States, >50K
20, Private,249087, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private,376680, HS-grad,9, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private,273308, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,48, Mexico, <=50K
19, Private,386378, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
45, Federal-gov,311671, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,3908,0,40, United-States, <=50K
38, State-gov,354591, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,114,0,38, United-States, <=50K
46, Private,308334, 1st-4th,2, Widowed, Other-service, Unmarried, Other, Female,0,0,30, Mexico, <=50K
24, Private,314823, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
31, Private,260782, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1579,45, El-Salvador, <=50K
23, Private,260019, 7th-8th,4, Never-married, Farming-fishing, Unmarried, Other, Male,0,0,36, Mexico, <=50K
22, Private,324637, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
62, Local-gov,249078, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private,302195, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,379118, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, >50K
31, Private,340917, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,14344,0,40, United-States, >50K
31, Private,315128, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,52, United-States, <=50K
65, Self-emp-not-inc,316093, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,1668,40, United-States, <=50K
21, Private,250051, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
40, Federal-gov,298635, Masters,14, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,1902,40, Philippines, >50K
22, Private,287988, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
39, Self-emp-not-inc,363418, Bachelors,13, Separated, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
19, Private,278870, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
46, Private,263568, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,319149, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
25, Private,290528, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Federal-gov,282680, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,1564,70, United-States, >50K
59, Private,252714, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, Italy, <=50K
24, Private,341294, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,379118, HS-grad,9, Divorced, Other-service, Unmarried, Black, Male,0,0,9, United-States, <=50K
56, Private,398067, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
81, Private,364099, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Private,291374, 10th,6, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private,345497, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,315877, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,2001,40, United-States, <=50K
37, Federal-gov,289653, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,253438, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
60, Self-emp-not-inc,376973, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
75, Private,311184, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States, <=50K
20, Private,275190, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private,331894, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
41, State-gov,363591, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,267859, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, El-Salvador, <=50K
25, Private,366416, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
49, Local-gov,337768, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25, Private,308144, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
26, Private,282304, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Self-emp-inc,257250, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc,362062, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
23, Private,256755, Bachelors,13, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, Cuba, <=50K
35, Private,360799, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
25, Private,252752, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, United-States, <=50K
28, Private,290267, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,18, United-States, <=50K
34, Local-gov,303867, 9th,5, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private,291429, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
25, Private,297154, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2407,0,40, United-States, <=50K
